ConceptID,ConceptLabel,Dependencies,TaxonomyID
91,Function Calling,41,TOOL
92,tools parameter (max 128 functions),91,TOOL
93,function definition (type=function),92,TOOL
94,function name,93,TOOL
95,function description,93,TOOL
96,function parameters (JSON Schema),93,TOOL
97,required parameters array,96,TOOL
98,tool_choice (none / auto / required / specific),92,TOOL
99,model returns tool_calls,91|70,TOOL
100,tool_calls finish_reason,99|71,TOOL
101,tool_call_id,99,TOOL
102,developer executes function,99,TOOL
103,append tool result message,102|47|101,TOOL
104,send updated history for final answer,103|51,TOOL
105,strict mode (beta),93|133,TOOL
106,strict schema types (object/string/array/enum/anyOf/$ref),105,TOOL
107,JSON Output,41,STRUCT
108,response_format parameter,107,STRUCT
109,response_format type json_object,108,STRUCT
110,"prompt must contain word ""json""",109,STRUCT
111,provide JSON example in prompt,110,STRUCT
112,set reasonable max_tokens (JSON),107|58,STRUCT
113,parse model JSON output,109|76,STRUCT
114,empty-content caveat (JSON mode),107,STRUCT
115,Context Caching on Disk,1,CACHE
116,KV-cache reuse,115,CACHE
117,enabled by default (no code change),115,CACHE
118,cache prefix unit,116,CACHE
119,exact prefix match requirement,118,CACHE
120,prefix units at input/output end positions,118,CACHE
121,common-prefix detection,118,CACHE
122,fixed-interval prefix units (long inputs/outputs),118,CACHE
123,cache hit,119,CACHE
124,cache miss,119,CACHE
125,prompt_cache_hit_tokens (usage),123,CACHE
126,prompt_cache_miss_tokens (usage),124,CACHE
127,cache-hit input pricing (much cheaper),123|148,CACHE
128,cache-miss input pricing (full rate),124|149,CACHE
129,output still computed (not cached),115,CACHE
130,cache auto-cleared (hours to days),116,CACHE
131,caching benefits multi-round + few-shot + repeated system prompt,117|51|53,CACHE
132,caching benefits long-context Q&A,131|26,CACHE
133,base_url (beta /beta),7,FIM
134,"Completions endpoint (POST /completions, beta)",133|10,FIM
135,FIM (Fill-In-the-Middle) Completion,134,FIM
136,FIM prompt (prefix),135,FIM
137,FIM suffix,135,FIM
138,FIM max_tokens (cap 4096),135|58,FIM
139,FIM for code/content completion,136|137,FIM
140,Chat Prefix Completion (beta),133|46,FIM
141,prefix=true on last assistant message,140,FIM
142,prefix completion + stop parameter,141|60,FIM
143,token,1,OPS
144,token-to-character ratio (EN ~0.3 / ZH ~0.6),143,OPS
145,offline tokenizer (deepseek_v3_tokenizer),143,OPS
146,usage object,68,OPS
147,prompt_tokens / completion_tokens / total_tokens,146|143,OPS
148,input cache-hit price,143|115,OPS
149,input cache-miss price,143,OPS
150,output token price,143,OPS
151,flash pricing ($0.0028 hit / $0.14 miss / $0.28 out per M),24|148|149|150,OPS
152,pro pricing ($0.003625 hit / $0.435 miss / $0.87 out per M),25|148|149|150,OPS
153,concurrency limit (flash 2500 / pro 500),24|25,OPS
154,keep-alive under load (empty lines / : keep-alive SSE),153|66,OPS
155,user_id isolation (scheduling),153,OPS
156,error codes (400/401/402/422/429/500/503),10|6|153,OPS
