ConceptID,ConceptLabel,Dependencies,TaxonomyID
179,DefaultChatTransport,161,UI
180,chat transport,161|179,UI
181,experimental_throttle,161,UI
182,message metadata,168|68,UI
183,generative UI,161|172,UI
184,message persistence,161|51,UI
185,embedding model,4|69,EMBED
186,embed,185,EMBED
187,embedMany,185,EMBED
188,cosineSimilarity,186,EMBED
189,embedding usage,186|187|42,EMBED
190,maxParallelCalls,187,EMBED
191,rerank,4|69,EMBED
192,image model,4|69,EMBED
193,generateImage,192|11,EMBED
194,image n parameter,193,EMBED
195,image size,193,EMBED
196,image aspectRatio,193,EMBED
197,image editing,193|19,EMBED
198,transcription model,4|69,EMBED
199,transcribe,198,EMBED
200,transcript segments,199,EMBED
201,speech model,4|69,EMBED
202,generateSpeech,201,EMBED
203,speech voice,202,EMBED
204,speech audio output,202,EMBED
205,language model middleware,7,MW
206,wrapLanguageModel,205|10,MW
207,LanguageModelMiddleware interface,205,MW
208,transformParams,207,MW
209,wrapGenerate,207|23,MW
210,wrapStream,207|24,MW
211,extractReasoningMiddleware,205|39,MW
212,extractJsonMiddleware,205|147,MW
213,simulateStreamingMiddleware,205|24,MW
214,defaultSettingsMiddleware,205|25,MW
215,middleware chaining,206,MW
216,RAG via middleware,208|186,MW
217,experimental_telemetry,4|23|24,OPS
218,OpenTelemetry,217,OPS
219,telemetry isEnabled,217,OPS
220,recordInputs / recordOutputs,217,OPS
221,telemetry functionId,217,OPS
222,telemetry metadata,217,OPS
223,telemetry tracer,217|218,OPS
224,telemetry span,218|217,OPS
225,unified usage model,42|44,OPS
226,cache token usage,225,OPS
227,AISDKError,1,OPS
228,APICallError,227,OPS
229,NoSuchModelError,227|10,OPS
230,TypeValidationError,227|160,OPS
231,DevTools,1|124,OPS
