ConceptID,ConceptLabel,Dependencies,TaxonomyID
102,Continue from Truncation,93|80,PARTIAL
103,Tool Use,53|55,TOOL
104,tools Array,103,TOOL
105,Tool Definition,104,TOOL
106,function Tool Type,105,TOOL
107,function name,106,TOOL
108,function description,106,TOOL
109,function parameters,106,TOOL
110,JSON Schema Parameters,109,TOOL
111,Max 128 Tools,104,TOOL
112,tool_choice,103,TOOL
113,tool_choice auto,112,TOOL
114,tool_choice none,112,TOOL
115,tool_choice required,112,TOOL
116,tool_choice specific,112|107,TOOL
117,tool_calls Response,77|106,TOOL
118,tool_call id,117,TOOL
119,tool_call arguments,117,TOOL
120,finish_reason tool_calls,78|117,TOOL
121,tool Role Message,55|117,TOOL
122,tool_call_id Field,121|118,TOOL
123,Agentic Tool Loop,120|121|79,TOOL
124,Streaming Tool Arguments,119|87,TOOL
125,Built-in Tools,104,TOOL
126,builtin_function Type,125|105,TOOL
127,web_search Tool,126,TOOL
128,Web Search Pricing,127|47,TOOL
129,Thinking Models,27|29,REASON
130,thinking Parameter,129|53,REASON
131,thinking type enabled,130,REASON
132,thinking type disabled,130,REASON
133,Thinking on by Default,130|29,REASON
134,Forced Thinking,30|129,REASON
135,reasoning_content,129|77,REASON
136,reasoning_content Ordering,135|87,REASON
137,Reasoning Token Budget,135|69,REASON
138,Min 16K max_tokens,137|69,REASON
139,No Temperature in Thinking,129|65,REASON
140,Preserved Thinking,135|92,REASON
141,thinking keep all,140|29,REASON
142,Reasoning Tool Loop,135|123,REASON
143,response_format,53,STRUCT
144,json_object Mode,143,STRUCT
145,json_schema Mode,143,STRUCT
146,JSON Schema Validation,145|110,STRUCT
147,Strict Schema,146,STRUCT
148,JSON Prompt Requirement,144|61,STRUCT
149,Partial vs JSON Conflict,144|93,STRUCT
150,Estimate Token Endpoint,9|55|25,STRUCT
151,tokenizers Path,150,STRUCT
152,estimate-token-count,151,STRUCT
153,estimate total_tokens,152|84,STRUCT
154,Pre-Send Token Budgeting,153|193,STRUCT
155,Context Caching,3|55,CACHE
156,Explicit Context Cache,155,CACHE
157,Create Cache Endpoint,156|9,CACHE
158,caching Path,157,CACHE
159,Cache Object,157,CACHE
160,cache id,159,CACHE
161,cache status,159,CACHE
162,cache ttl,159,CACHE
163,cache expired_at,159|162,CACHE
164,reset_ttl,162|159,CACHE
165,cache Role Reference,159|55,CACHE
166,Cache Tag,159,CACHE
167,Cache Pricing,156|47,CACHE
168,Automatic Prefix Caching,155|28,CACHE
169,prompt_cache_key,168|53,CACHE
170,cached_tokens,81|155,CACHE
171,Files API,9|22,FILE
172,files Path,171,FILE
173,Upload File,171,FILE
174,purpose file-extract,173,FILE
175,File Extraction,174,FILE
176,Get File Content,171|175,FILE
177,Extracted Text into System,176|61,FILE
178,Document Q&A,177|53,FILE
179,List Files,171,FILE
180,Get File Info,171,FILE
181,Delete File,171,FILE
182,1000-File Limit,171,FILE
183,Vision Model,42|41,FILE
184,Multimodal Content Array,62|183,FILE
185,image_url Content,184,FILE
186,Base64 Data URL,185,FILE
187,video_url Content,184|183,FILE
188,Image Size Limits,185,FILE
189,Check Balance Endpoint,9|22,OPS
190,available_balance,189,OPS
191,voucher_balance,189|190,OPS
192,cash_balance,189|190,OPS
193,Rate Limiting,3|18,OPS
194,RPM Limit,193,OPS
195,TPM Limit,193,OPS
196,TPD Limit,193,OPS
197,Concurrency Limit,193,OPS
198,User-Level Limits,193|23,OPS
199,Recharge Tiers,193|192,OPS
200,429 Rate Limit Error,193|194,OPS
201,Error Codes,53,OPS
202,Batch API,53|171,OPS
203,Batch 50pct Discount,202|46,OPS
204,MoonPalace Debugger,53|18,OPS
